0,0.149171270718232,0.149171270718232
0.05,0.107734806629834,0.256906077348066
0.1,0.160220994475138,0.417127071823204
0.15,0.0911602209944751,0.50828729281768
0.2,0.0828729281767956,0.591160220994475
0.25,0.104972375690608,0.696132596685083
0.3,0.0580110497237569,0.75414364640884
0.35,0.0359116022099447,0.790055248618785
0.4,0.0497237569060773,0.839779005524862
0.45,0.0303867403314917,0.870165745856354
0.5,0.0386740331491713,0.908839779005525
0.55,0.0110497237569061,0.919889502762431
0.6,0.0165745856353591,0.93646408839779
0.65,0.0165745856353591,0.953038674033149
0.7,0.0165745856353591,0.969613259668508
0.75,0.00828729281767956,0.977900552486188
0.8,0.0138121546961326,0.99171270718232
0.85,0,0.99171270718232
0.9,0.00828729281767956,1
0.95,0,1
