Sim #,Semi_b_0,Semi_c_0,Ecc_b_0,Ecc_c_0,Inc_b_0,Inc_c_0,LongA_b_0,LongA_c_0,Mut Incl,Runtime
07570,0.119536784347,1.68966286515,0.116599087788,0.729528716381,4.23751283847,71.5677276737,190.772284588,71.5677276737,1.2858404738143272,0.000000
07571,0.0903323840627,0.449065031795,0.487701813067,0.286421366815,2.16020067346,161.293765452,334.302774128,161.293765452,2.8524944535038608,4590.000000
07572,0.129658770322,2.35781311797,0.629051009304,0.652394594387,2.90172465205,354.124764156,347.052693819,354.124764156,0.15292827724375785,0.000000
07573,0.0875049418019,1178.92878383,0.832715886584,0.102174059632,4.19682480673,61.2241846198,310.573161324,61.2241846198,1.0956479595340904,0.000000
07574,0.135081707105,0.372173068952,0.289004725057,0.0133507522956,0.497740613888,213.036450663,345.382715368,213.036450663,2.5591146545478747,72386.000000
07576,0.0293312577391,0.467026168986,0.501763285178,0.161892738784,0.96526259264,290.68963017,58.9562400711,290.68963017,1.199293916515934,303.000000
07578,0.14138373929,0.547454470111,0.0481533939462,0.187452935397,1.56352186639,146.181398116,120.326008025,146.181398116,2.5266883348903706,8017.000000
07579,0.0419711658951,0.207947092284,0.20690059423,0.0410728522664,2.98450723365,15.280790514,107.703642062,15.280790514,0.27377414602409816,24152.000000
07581,0.0788064224489,0.241340049111,0.131941269848,0.0971233246076,0.374540594035,331.45603189,106.072743813,331.45603189,0.49361500493513366,32930.000000
07582,0.127114289848,0.398750180274,0.0524388970906,0.448627952765,1.79292807719,154.642292255,146.768966719,154.642292255,2.6680015369062935,25446.000000
07583,0.128580377358,0.480500754892,0.116274024044,0.203012094,2.94433583161,100.492370423,46.880450491,100.492370423,1.7232875645683245,707.000000
07584,0.065832529823,0.378405721027,0.425423031336,0.212021551052,0.670214818261,47.1424488012,181.935443299,47.1424488012,0.8310639946250795,2512.000000
07585,0.017727395109,4.33370731387,0.302387870894,0.426376441226,1.27542828861,139.821849259,138.909274368,139.821849259,2.4180939642017716,46.000000
07586,0.0773260762449,0.444768177641,0.292161801027,0.396591409319,4.27666467838,108.77939006,127.589840142,108.77939006,1.8278135781544902,3563.000000
07587,0.0183517013729,0.147767674532,0.451019232313,0.155882223513,1.50365340554,264.269425352,251.268137175,264.269425352,1.696382765099439,11312.000000
07588,0.0146587605227,0.208589113052,0.117684433397,0.407936746506,3.65949822891,264.405855973,342.292279491,264.405855973,1.6816358489501169,45.000000
07589,0.143047055944,0.378331707871,0.117914436841,0.142257709649,1.07565760529,129.680433336,78.0267624003,129.680433336,2.251614390215183,14106.000000
07590,0.0425645900105,0.593116072242,0.846347397206,0.0445332886841,1.08215468392,6.00165746088,25.615076898,6.00165746088,0.08718734092620273,0.000000
07591,0.148601705828,0.474106938492,0.829398975191,0.158762471039,0.345817838921,103.388389766,285.305055331,103.388389766,1.810500087983871,0.000000
07592,0.122195232185,1.02732997971,0.0792088458544,0.299947872836,2.2610305638,72.6999476716,98.838244712,72.6999476716,1.2334761328447035,1027.000000
